Country Name,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,most_recent_year
Middle income,20041628752133.2,23825999777911.6,25387752941965.9,26922118067747.4,27815839699399.7,26380350797716.6,26558023228732.3,29186000510333.6,30985606994094.4,31771082836908.0,30535343464998.6
North Macedonia,9407168702.4313,10494632699.3859,9745251126.0109,10817712138.9451,11362272837.8818,10064515432.0265,10672471860.7184,11307058382.3435,12683070061.4695,12606338448.547,12263710122.7645
Mali,10689167195.3375,12995113407.2335,12442036265.1484,13242691429.5942,14364937996.8661,13104764333.9941,14026048690.7312,15365714371.3316,17070866299.0945,17280251193.9527,17465392915.9153
Malta,9035932122.49768,9638916481.06904,9462238211.48657,10551661176.7831,11626281387.0068,11091434483.5238,11721521912.7202,13221298307.8894,14864712990.1631,15215714309.0974,14647384607.604
Myanmar,37796052938.7278,54118601974.7947,58318677644.9492,60572254371.4731,63264891867.054,63045306513.9323,60291738934.7783,61449391917.1299,67144726167.9303,68697761477.1818,79852046610.9676
Middle East & North Africa (excluding high income),1579524587809.95,1565628375271.21,1699939010902.07,1571815091867.65,1547656462442.83,1385866266853.23,1403896677724.43,1384689900925.74,1320216563622.83,1343535630261.11,1195745981528.4
Montenegro,4143033275.88493,4544516982.18263,4087725812.66864,4464260488.58205,4587928884.17142,4052913385.82677,4374128318.58407,4844592066.71174,5504166666.66667,5542674317.06225,4769860740.74074
Mongolia,7189481824.07288,10409797649.3063,12292770631.1967,12582122604.1921,12226514722.0861,11619892396.0767,11181350461.4723,11480847745.3187,13178094459.4548,14206359006.8095,13312981594.573
Northern Mariana Islands,799000000.0,729000000.0,746000000.0,772000000.0,832000000.0,910000000.0,1230000000.0,1560000000.0,1302000000.0,1182000000.0,
Mozambique,11104648673.0016,14381552432.9494,16350804543.0515,16974320551.0213,17716084107.5888,15950969018.9458,11936999283.1791,13219084261.3664,14845870050.7092,15384701797.9863,14019446610.1963
Mauritania,5628882266.37767,6764635686.79345,6728208836.22143,7223063169.72749,6592537781.81518,6166857628.62212,6398744505.08129,6799075418.99441,7354430040.11966,7889662452.16785,7913680231.1828
Mauritius,10003670690.3497,11518393367.2403,11668685524.1265,12129642296.4425,12803445933.5894,11692287066.381,12232463655.5727,13259351418.4459,14181951058.5129,14045808843.221,10920606197.6928
Malawi,6959655570.89098,8004000737.30717,6028487928.83351,5518880768.57955,6047813437.31804,6373212640.84604,5433040159.88747,8943543677.18899,9880675785.93057,11025357837.607,12182348212.7073
Malaysia,255016609232.871,297951960784.314,314443149443.149,323277158906.979,338061963396.376,301354803994.367,301255380276.258,319112136545.438,358791603677.728,365276282438.141,337006066373.26
North America,16616030620486.3,17342220425174.5,18031752018521.6,18637912373835.0,19339327561439.9,19801463926217.1,20279970339907.4,21199387143244.1,22344414455783.0,23182723855482.3,22605296107568.4
Namibia,11431334447.4305,12523402328.7671,13042007432.4489,12043276397.1652,12435416060.2791,11335179562.0211,10721994676.6562,12895153160.466,13682062249.2236,12496781719.7752,10619194505.3543
New Caledonia,9364350064.99003,10351448025.3062,9659151908.65882,10151382876.8157,10635035550.0101,8738203041.54819,8724568970.67891,9173669999.5986,9846920284.01006,9438127994.09456,
Niger,7851191899.3408,8772951261.81807,9426913349.22319,10224897934.722,10862944203.5591,9683867893.68343,10398862244.9737,11185102399.5762,12808660528.0617,12916455161.1081,13741378450.136
Nigeria,361456622215.721,404993594133.582,455501524575.498,508692961937.492,546676374567.721,486803295097.89,404650006428.613,375746469538.666,397190484464.308,448120428858.769,432293776262.398
Nicaragua,8758592272.10579,9774262741.75783,10532006608.1447,10982979274.1922,11880434070.7811,12756706583.3113,13286083644.8761,13785876629.3189,13025239912.2751,12611218627.0632,12621505382.6062
Netherlands,846554894931.084,904085980796.018,838971306990.906,876923518850.405,890981311077.658,765264949780.999,783528181704.567,831809944960.879,913597086062.599,910194347568.626,913865395789.886
Norway,428757038466.841,498283438454.281,509506317146.541,522761531914.894,498410050251.256,385801550067.169,368827142857.143,398393955268.99,436999692591.454,404941363636.364,362198318435.26
Nepal,16002656434.4746,21621710002.5111,21703106502.4926,22162208956.0893,22731602969.6861,24360795410.1597,24524098184.4236,28971589213.134,33111525182.7133,34186180694.9285,33657175561.329
Nauru,47564520.3910861,66055407.6703145,96927201.4848422,98491843.6441982,104654365.188653,86529661.3694983,99723394.9628767,109359680.217211,124021393.690412,118724073.809183,114626625.553023
New Zealand,146517541181.254,168291357111.739,176206659722.524,190906575136.003,201313497220.917,178064471137.921,188943457301.474,206950600690.395,212225726657.864,212891048340.608,210700848973.509
OECD members,45189146600132.4,48610827426814.3,48580091683230.5,49230642034494.1,50263889809025.3,47463898846648.0,48397984326277.6,50501618709816.2,53469075642165.5,53983129759722.6,52392675685741.2
Oman,64993498049.4148,77497529258.7776,87408842652.7958,89936020806.2419,92699089726.9181,78710793237.9714,75128738621.5865,80856697009.1027,91505851755.5267,88060858257.4772,73971391417.4252
Other small states,322471061693.29,396935260715.642,414204036938.196,432280813993.555,446198800396.374,369944240893.982,365871050813.934,398011979849.432,441549513063.081,432772412402.879,375853309054.965
Pakistan,177165635077.065,213587413183.996,224383620829.57,231218567178.979,244360888750.807,270556131701.171,278654637737.69,304567253219.097,314567541558.339,279056608888.638,262610002938.509
Panama,29440287581.2675,34686224301.1773,40429734384.2184,45599994004.8873,49921464365.3204,54091713775.5634,57907695408.9392,62202725204.4646,64929409212.4566,66984427150.321,53977036995.1729
Peru,147528937028.778,171761737046.585,192648999090.082,201175469114.327,200789362451.567,189805300841.603,191895943823.887,211007207483.515,222574697255.522,228470919605.669,202014363787.233
Philippines,208368726860.828,234216930369.373,261920509949.785,283902728259.788,297483247100.855,306446140627.933,318626761492.305,328480867143.204,346842094174.513,376823278560.849,361489325230.731
Palau,185943000.0,196911100.0,212397800.0,221117200.0,241669800.0,280457700.0,298300000.0,285300000.0,284700000.0,274200000.0,257700000.0
Papua New Guinea,14250755231.1257,17984910501.8979,21295659243.6168,21261432791.2675,23210682538.3928,21723531173.2409,20759069103.0961,22742613553.6879,24109509852.7402,24751344552.2057,24668899683.4299
Poland,479834179020.33,528301269069.799,498523568248.119,521016262734.924,542477096211.761,477811911394.084,472630364208.177,526508877305.321,587411745161.558,597280564671.563,596624355719.671
Pre-demographic dividend,1037776079579.75,1199642640459.08,1306390237930.62,1435831507918.79,1511292036256.77,1318251883991.98,1205554683338.89,1258665620177.51,1344631255020.84,1407737206758.23,1293147607836.51
Puerto Rico,98381300000.0,100351700000.0,101564800000.0,102450000000.0,102445800000.0,103375500000.0,104336700000.0,103445526000.0,100925000000.0,104914600000.0,103138300000.0
"Korea, Dem. People's Rep.",,,,,,,,,,,
Portugal,237880908317.652,244797226567.109,216236608773.976,226369502104.236,229596170846.995,199313894327.486,206286022781.894,220811110492.149,242194788533.537,239986922638.902,228539245045.341
Paraguay,27237782849.6908,33756238766.5,33296438306.4747,38651334287.6732,40377987208.689,36211372702.8085,36089550659.0914,38997129473.5558,40225448340.6322,37906944074.6128,35670301496.1061
West Bank and Gaza,9681500000.0,11186100000.0,12208400000.0,13515500000.0,13989700000.0,13972400000.0,15405400000.0,16128000000.0,16276600000.0,17133500000.0,15561300000.0
Pacific island small states,6566818383.30086,7713181064.07788,8186804963.31876,8498136739.25014,9226234550.7989,9019345253.78121,9456355295.65444,10212037558.4144,10656209172.6383,10641343380.1528,9530487871.90819
Post-demographic dividend,42629950239297.4,45786834754035.7,45736830487196.8,46190856863374.7,47132834889148.1,44639629214327.1,45663052438816.6,47592585202958.4,50485659285623.0,50983772698324.3,49594473170967.9
French Polynesia,,,,,,,,,,,
Qatar,125122306346.154,167775268626.374,186833502362.637,198727642967.033,206224598571.429,161739955576.923,151732181868.132,161099122225.275,183334953818.681,176371267689.082,144411363345.27
Romania,166309355234.589,183326740143.016,170635805316.879,190801346194.297,199959363430.073,177729210874.504,188128818486.401,211695422578.655,241457403085.042,249881592298.072,248715551366.635
Russian Federation,1524917468442.01,2045925608274.37,2208295773643.15,2292473246621.08,2059241965490.83,1363481063446.77,1276786979221.81,1574199387070.9,1657328865709.99,1687448525466.61,1483497784867.6
Rwanda,6121234528.98826,6881038269.61727,7650300319.83,7815599502.65683,8241332516.54991,8539048447.78065,8690485823.14546,9253098954.27769,9640280084.19572,10355974217.3735,10333991455.5443
South Asia,2060781299767.88,2274546308870.42,2300089514184.29,2359608787133.33,2584563411971.5,2699434735086.46,2926447614196.87,3348108849820.74,3436593922937.52,3597252024123.45,3386420411905.1
Saudi Arabia,528207332640.0,671238840106.667,735974843360.0,746647127413.333,756350347333.333,654269902880.0,644935541440.0,688586244293.333,786521831573.333,792966838160.0,700117873253.333
Sudan,58962978034.4828,55018567210.5263,37632919966.6667,43024018082.1918,49516748617.9775,51726758676.7677,42630376000.0,41283617976.1905,30964349684.7059,26155799324.8663,21329109521.8077
Senegal,16121314670.9653,17814284622.1718,17660871725.9977,18918668644.1941,19797254643.1212,17774766636.0459,19040312815.1337,20996564751.5994,23116699808.1723,23306213742.3602,24644234594.6566
Singapore,239809387605.427,279351168707.267,295087220933.024,307576360584.992,314851156183.411,308004146057.608,318763807455.664,343337750742.27,375981539145.907,374386306993.109,339998477929.985
Solomon Islands,846797693.595387,1049952233.25874,1190994126.60431,1284698922.22785,1335538893.33315,1307061543.70981,1378551118.49224,1483758906.61054,1574599182.64697,1570093229.25588,1545888426.23031
Sierra Leone,2578026297.15912,2942546781.04548,3801862611.36414,4920343194.99339,5015157815.73406,4218723875.1379,3674794530.18956,3719369107.34992,4085114794.22324,4076578542.56207,4063289449.58795
El Salvador,18447920000.0,20283780000.0,21386150000.0,21990960000.0,22593470000.0,23438240000.0,24191430000.0,24979190000.0,26020850000.0,26896660000.0,24638720000.0
San Marino,1881214370.93994,1813752783.96437,1604779647.95066,1678841811.66158,1673973694.69908,1419394771.21029,1468377272.13859,1528630707.49794,1655300872.53427,1616369645.99635,
Somalia,,,,4574495666.99486,5021956321.11861,5331761394.25501,5529873479.87153,5609000000.0,5850677295.69858,6476674591.87348,6965285324.52207
Serbia,41819468691.8251,49258136128.9672,43309252921.0567,48394239474.6762,47062206677.6539,39655958842.5478,40692643373.0327,44179055279.8887,50640650221.4622,51514222381.8428,53335016425.4148
Sub-Saharan Africa (excluding high income),1437689406308.46,1612935944871.59,1676823602749.27,1783701881195.77,1848430683154.1,1679282214816.95,1562471245754.72,1667569037259.91,1752997158519.13,1802899488968.81,1704320048486.98
South Sudan,14602072410.9506,14907308932.7534,11931472169.4915,18426469016.9492,13962212847.4576,11997800760.2242,,,,,
Sub-Saharan Africa,1438659084421.26,1614001424232.48,1677883344952.53,1785030038804.6,1849773690999.14,1680659709871.0,1563897897523.55,1669097279286.27,1754544849278.58,1804482330027.71,1705379934850.61
Small states,393562327094.903,474316713512.627,494441957225.314,514124360196.714,529895957927.516,452206885980.765,444926108167.461,479917651624.9,527518555673.901,519587425264.176,451423668844.166
Sao Tome and Principe,196652514.267255,231489270.144529,250680845.747837,300554483.611626,346528329.183227,316066072.343754,345495614.979982,375614126.193877,412253809.728799,427425039.684339,472914469.91933
Suriname,4368398047.64333,4422276621.78703,4980000000.0,5145757575.75758,5240606060.60606,5126291450.81511,3317438910.83068,3591623596.03082,3996247906.19765,3984483762.37123,2884248048.49068
Slovak Republic,90712671900.5229,99362720493.6429,94258572686.2287,98541305462.1038,100954719362.24,88601289843.0917,89614053143.7939,95157888666.9967,105561218935.334,105284375640.698,105172564491.569
Slovenia,48161250405.2468,51516366654.8197,46580457470.2769,48401896808.3064,49930685013.4603,43090173394.6913,44736333522.4522,48469082710.3089,54137142149.4799,54178877605.9999,53589609580.7099
Sweden,495812558843.31,574094112972.733,552483727282.802,586841821796.891,581964017237.095,505103781349.757,515654671469.547,541018749769.097,555455371487.089,533879529188.454,541220059459.25
Eswatini,4438778424.30203,4820499924.2539,4886533032.88672,4597532029.70451,4422968339.67584,4063245671.29285,3816022046.82656,4402969225.92165,4665420238.51784,4495679480.96886,3972728948.47088
Sint Maarten (Dutch part),,936089385.47486,985865921.787709,1022905027.93296,1245251396.64804,1253072625.69832,1263687150.83799,1191620111.73184,1185474860.3352,,
Seychelles,969936525.298729,1065826669.89742,1060226125.62616,1328157608.83087,1343007845.04468,1377495054.04127,1426651768.82189,1528242026.36264,1547690759.44363,1582841058.89479,1059886363.63636
Syrian Arab Republic,252518218262.806,64315437939.0108,42807315975.5342,20345458470.8427,21239000398.0826,16492072144.2125,12356980638.8143,16112991411.879,21490335085.8366,22777882165.1115,
Turks and Caicos Islands,686787810.0,728789570.0,727161000.0,754238000.0,841070000.0,942070000.0,1032452000.0,1022365000.0,1113178000.0,1197415000.0,924583000.0
Chad,10668102734.8132,12172309522.6171,12367363677.6199,12953535495.8781,13940768065.6063,10950392219.9104,10097778353.7651,10000395242.1457,11239167048.4916,11314951342.7807,10829076801.729
East Asia & Pacific (IDA & IBRD countries),7847738925829.13,9595845254012.88,10705343375492.8,11813186197924.9,12734944483410.7,13264224627407.0,13542946740899.4,14800506807477.9,16553933355619.7,17113644754522.8,17426659793626.2
Europe & Central Asia (IDA & IBRD countries),3659632190936.29,4444804663240.09,4641048426844.03,4920928160403.57,4646593520129.38,3627106551426.51,3490782809413.07,3912599713398.07,4073645764077.81,4153453159866.14,3876733319266.95
Togo,3429461495.41335,3872459249.74631,3873308389.30006,4321655656.33177,4574986536.90791,4180866177.03946,6031632168.17391,6395472574.41445,7112200725.00232,7220395247.7424,7574636978.66173
Thailand,341104820155.464,370819140946.553,397558222957.17,420333203150.426,407339454060.678,401296437424.995,413366150655.591,456356961443.497,506611070188.362,544263840039.166,501643653514.925
Tajikistan,5642178579.58438,6522732202.50748,7633049792.09321,8448469837.53831,9112544556.05962,8271454300.59548,6992393787.40891,7536439875.08334,7765014424.33779,8300784856.87904,8194150301.78552
Turkmenistan,22583157894.7368,29233333333.3333,35164210526.3158,39197543859.6491,43524210526.3158,35799714285.7143,36169428571.4286,37926285714.2857,40765428571.4286,45231428571.4286,
Latin America & the Caribbean (IDA & IBRD countries),5159145710518.22,5885157581447.08,5942534525836.95,6090591227709.33,6209687027074.93,5142581183179.61,5014502216212.06,5590908813814.5,5462065046113.99,5376512716922.1,4478206456171.96
Timor-Leste,881827800.0,1042411500.0,1160389500.0,1395519600.0,1447307100.0,1594410900.0,1650618500.0,1615609700.0,1583876200.0,2047931700.0,1902156800.0
Middle East & North Africa (IDA & IBRD countries),1569843087809.95,1554442275271.21,1687730610902.07,1558299591867.65,1533666762442.83,1371893866853.23,1388491277724.43,1368561900925.74,1303939963622.84,1326402130261.11,1180179221398.0
Tonga,366840012.442325,414523388.461329,470714083.426751,450643615.180528,439878828.008608,437006227.162781,420540178.571429,460379144.989821,489235527.395387,512350059.421629,488829964.070819
South Asia (IDA & IBRD),2060781299767.88,2274546308870.42,2300089514184.29,2359608787133.33,2584563411971.5,2699434735086.46,2926447614196.87,3348108849820.74,3436593922937.52,3597252024123.45,3386420411905.1
Sub-Saharan Africa (IDA & IBRD countries),1438659084421.26,1614001424232.48,1677883344952.53,1785030038804.6,1849773690999.14,1680659709871.0,1563897897523.55,1669097279286.28,1754544849278.58,1804482330027.71,1705379934850.61
Trinidad and Tobago,22157948396.2042,25433011405.3017,25763220107.0051,27268478564.5547,27615843098.0949,24959858249.4433,22386264807.3174,22385426653.883,23679919654.9891,23208326547.5327,21588037504.9992
Tunisia,46206331261.1019,48122838144.5183,47311196335.2884,48683848563.8515,50271342086.4222,45780069046.659,44360775649.1664,42163974956.4834,42570270107.1147,41804581484.3655,41620349986.3089
Turkey,776992599946.766,838762755164.179,880556375779.51,957783020853.031,938952628604.067,864316670330.882,869692960365.551,858996263095.858,778471901665.148,761004425605.414,719954821683.31
Tuvalu,31823518.6204366,38711810.2114492,37671774.6945537,37509075.1110253,37290607.5356048,35492074.2243257,36547799.583705,40619251.9926426,42588164.9731022,47271463.3298575,48855550.2030142
Tanzania,32014249841.4151,34657139495.4031,39650530214.3287,45680532613.7591,49964788814.0926,47378599025.3044,49774021003.0748,53320625958.5628,57003713610.7625,61136873692.3985,62409709110.9538
Uganda,26673441667.2778,27871725205.585,27305915761.2794,28915786996.5408,32612397758.4418,32387183844.6574,29203988814.8973,30744473911.5312,32927025573.4296,35353060634.2022,37600368180.9399
Ukraine,141209864408.488,169333048847.834,182592416468.527,190498811460.028,133503411375.739,91030959454.6961,93355993628.5042,112090530368.543,130891049796.879,153882982016.281,155498989149.587
Upper middle income,14840817845734.8,17890163653443.7,19157603648259.3,20578424047300.4,21218927568655.4,19921765647938.7,19820564982787.2,21939479714731.7,23638682947940.0,24035310180476.7,23150665555175.7
Uruguay,40284481651.9021,47962439303.7247,51264390116.4909,57531233350.9101,57236013086.1223,53274304222.136,57236652490.1699,64233966861.2518,64515038268.1373,61231149880.5857,53628827440.3582
United States,14992052727000.0,15542581104000.0,16197007349000.0,16784849196000.0,17527163695000.0,18238300569000.0,18745075687000.0,19542979183000.0,20611860934000.0,21433224697000.0,20953030000000.0
Uzbekistan,49765676402.4495,60178909297.208,67517349212.0609,73180036692.3255,80845384375.1236,86196265191.6645,86138288615.1218,62081323299.0324,52633143808.1824,59907674027.4676,59929951114.3598
St. Vincent and the Grenadines,681225925.925926,676129629.62963,692933333.333333,721207407.407407,727714814.814815,755400000.0,774429629.62963,792177777.777778,811300000.0,825040740.740741,807474074.074074
"Venezuela, RB",393192354510.653,316482190800.364,381286237847.667,371005379786.566,482359318767.703,,,,,,
British Virgin Islands,,,,,,,,,,,
Virgin Islands (U.S.),4324000000.0,4223000000.0,4089000000.0,3738000000.0,3565000000.0,3663000000.0,3798000000.0,3794000000.0,3900000000.0,4068000000.0,
Vietnam,115931749697.241,135539438559.709,155820001920.492,171222025117.381,186204652922.262,193241108709.536,205276172134.901,223779865815.183,245213686369.157,261921244843.172,271158442448.537
Vanuatu,670713208.084552,770153304.153832,747839697.746593,758304466.245339,772315721.265827,730870581.672312,780889605.899977,880043553.748442,914727908.137793,934521604.602009,881547928.58381
World,66488281440229.6,73653745496223.1,75312277992941.6,77439507217123.8,79557660119700.0,75112444159420.1,76305058874647.8,81193291658568.8,86267600625419.4,87568054407493.1,84746979120044.5
Samoa,663155954.963744,737147951.052999,760319276.013529,770059550.966038,756805940.214677,787958585.894736,799493884.324697,832025573.983795,821286927.535723,852007112.724637,807100820.648132
Kosovo,5344014317.91065,6341737193.76392,6163785172.81254,6735731172.79851,7074657898.23303,6295820481.52668,6682832632.27806,7180813375.50836,7878508502.59802,7899879086.43081,7716925356.12536
"Yemen, Rep.",30906749533.221,32726417212.348,35401341663.0425,40415235701.9871,43228585321.3272,42445102386.6049,31317365269.4611,26840128755.3648,21606140907.4454,,
South Africa,417365076968.257,458201514136.977,434400545085.811,400886013595.573,381198869776.106,346709790458.563,323585509674.481,381448814653.456,404842116738.074,387934574098.17,335442101366.417
Zambia,20265559483.8548,23459515275.5776,25503060420.026,28037239462.7142,27141023558.0829,21251216798.7762,20958412538.3093,25873601260.8353,26311590296.7021,23308667781.2258,18110631358.3114
Zimbabwe,12041655200.0,14101920300.0,17114849900.0,19091020000.0,19495519600.0,19963120600.0,20548678100.0,17584890936.6523,18115543790.7855,19284289739.0517,18051170798.941
